Name,ID,County,Last30Days,Last60Days,Last90Days,Last180Days,SinceJan1,SinceOct1
SULPHUR, 168831, Calcasieu Parish, 5.22, 12.03, 15.06, 25.71, 27.34, 35.20
LAKE CHARLES 2 N, 165074, Calcasieu Parish, 5.73, 11.87, 13.06, 20.74, 23.84, 32.12
PLAQUEMINE 2 N, 167366, Iberville Parish, 13.97, 23.77, 25.02, 40.83, 43.81, 54.58
BAYOU MANCHAC POINT, 160563, East Baton Rouge Parish, M, M, 2.15, 2.15, 2.15, 5.19
BATON ROUGE SHERWOOD, 160558, East Baton Rouge Parish, 9.28, 17.01, 19.60, 36.23, 39.50, 48.67
ABITA SPRINGS FIRE TOWER, 160021, Saint Tammany Parish, 8.61, 17.59, 21.10, 36.17, 42.94, 47.22
GRAND COTEAU, 163800, Saint Landry Parish, 6.07, 9.34, 9.99, 23.69, 26.71, 32.94
PORT ALLEN, 167448, West Baton Rouge Parish, 10.78, 18.73, 21.67, 32.71, 35.59, 46.40
LIVINGSTON, 165438, Livingston Parish, 9.15, 22.23, 25.88, 40.89, 46.37, 52.96
BATON ROUGE METRO AP, 13970, East Baton Rouge Parish, 10.76, 20.57, 21.04, 32.51, 36.16, 41.98
OBERLIN FIRE TOWER, 166938, Allen Parish, 4.36, 7.96, 8.91, 22.35, 26.90, 32.78
NEW ROADS 5 NE, 166686, Pointe Coupee Parish, 8.68, 13.31, 15.60, 30.26, 34.87, 42.14
VILLE PLATTE, 169369, Evangeline Parish, 4.89, 8.80, 10.58, 25.05, 28.88, 36.83
PINE GROVE FIRE TOWER, 167304, Saint Helena Parish, 6.63, 21.16, 22.74, 39.88, 43.92, 49.21
ST. FRANCISVILLE, 168136, West Feliciana Parish, 8.92, 14.92, 18.14, 33.20, 37.90, 45.36
HANNA 4 SSE, 164050, Red River Parish, 6.06, 9.85, 10.51, 29.82, 35.34, 42.40
ST. JOSEPH 3 N, 168163, Tensas Parish, 6.49, 7.80, 9.90, 26.96, 32.98, 37.53
LOGANSPORT, 165522, De Soto Parish, 5.06, 9.16, 9.39, 28.15, 31.71, 40.00
WINNSBORO 5 SSE, 169806, Franklin Parish, 9.28, 13.54, 16.18, 28.59, 37.68, 42.45
COLUMBIA LOCK, 161979, Caldwell Parish, 10.87, 18.19, 19.03, 38.57, 46.03, 51.85
BIENVILLE 3 NE, 160800, Bienville Parish, 15.58, 17.68, 19.75, 37.11, 41.83, 49.05
SAILES FIRE TOWER, 168094, Bienville Parish, 10.55, 12.73, 13.98, 24.15, 27.43, 33.89
KEITHVILLE, 164816, Caddo Parish, 8.65, 14.59, 15.86, 32.56, 37.35, 44.10
TALLULAH, 168923, Madison Parish, M, 0.00, T, T, T, T
RED RIVER RESEARCH STATION, 167738, Bossier Parish, 11.08, 13.18, 14.16, 30.53, 33.82, 39.47
SHREVEPORT AP, 13957, Caddo Parish, 8.84, 12.40, 13.30, 29.56, 33.36, 41.12
MONROE REGIONAL AP, 13942, Ouachita Parish, 16.47, 18.82, 19.99, 37.82, 43.92, 49.37
CALHOUN 2 N, 161411, Ouachita Parish, 12.56, 15.80, 17.25, 33.22, 38.28, 44.75
MINDEN, 166244, Webster Parish, M, M, M, M, M, 4.35
SHREVEPORT DOWNTOWN AP, 53905, Caddo Parish, 5.88, 7.41, 7.54, 23.53, 27.23, 33.33
ARCADIA, 160277, Bienville Parish, 14.08, 17.93, 20.04, 37.72, 41.94, 48.40
OAK RIDGE, 166868, Morehouse Parish, 5.57, 7.92, 9.47, 27.19, 31.74, 38.20
MOORINGSPORT 1 N, 166364, Caddo Parish, 5.85, 6.21, 7.85, 20.89, 24.16, 32.48
HOMER 1N, 164355, Claiborne Parish, 8.72, 11.38, 12.88, 29.38, 32.56, 41.23
OAK GROVE, 166866, West Carroll Parish, 8.31, 13.76, 15.32, 32.33, 39.33, 46.67
PLAIN DEALING, 167344, Bossier Parish, 8.94, 10.21, 11.70, 28.07, 31.37, 39.23
SPRINGHILL, 168683, Webster Parish, 8.51, 10.81, 11.36, 33.50, 40.58, 48.17
BAKER, 160462, East Baton Rouge Parish, 8.05, 20.16, 21.39, 34.68, 38.51, 44.95
VIDALIA NO 2, 169357, Concordia Parish, 13.41, 15.64, 18.28, 35.13, 39.43, 45.30
JENA, 164696, La Salle Parish, 8.95, 14.34, 17.07, 31.80, 36.96, 45.45
CARENCRO, 161535, Lafayette Parish, 8.01, 13.35, 16.33, 26.33, 29.18, 35.16
RED RIVER LOCK #1, 167729, Catahoula Parish, 7.95, 12.78, 17.83, 35.58, 39.25, 46.92
PONCHATOULA 4 E, 167425, Tangipahoa Parish, 7.75, 17.66, 21.33, 34.85, 43.37, 53.16
ZWOLLE 2 NW, 169980, Sabine Parish, 3.85, 6.95, 7.73, 27.26, 32.34, 42.08
RED RIVER LOCK # 2, 167732, Rapides Parish, 1.80, 5.09, 7.89, 26.94, 33.75, 41.20
MANY 9 WSW, 165896, Sabine Parish, 3.84, 7.83, 8.26, 21.01, 27.61, 34.85
MOSS BLUFF, 166431, Calcasieu Parish, 5.15, 10.91, 12.69, 20.70, 24.28, 30.85
ALEXANDRIA 5 SSE, 160103, Rapides Parish, 4.84, 6.57, 7.92, 26.00, 30.79, 37.97
DRY CREEK 8NW, 162641, Beauregard Parish, 5.08, 10.82, 11.97, 24.89, 25.45, 32.55
KAPLAN, 164775, Vermilion Parish, 4.82, 10.38, 14.33, 25.05, 27.63, 32.70
SUN, 168861, Saint Tammany Parish, 7.19, 18.51, 22.26, 36.03, 42.93, 53.00
NEW ORLEANS AP, 12916, Jefferson Parish, 5.80, 12.18, 15.72, 31.07, 35.91, 41.94
NEW ORLEANS LAKEFRONT AP, 53917, Orleans Parish, 10.79, 13.37, 20.26, 33.86, 40.12, 45.15
NEW ORLEANS AUDUBON, 12930, Orleans Parish, 15.87, 21.70, 25.57, 38.36, 45.34, 50.00
WEST MONROE, 169631, Ouachita Parish, 10.95, 14.60, 15.64, 35.60, 41.51, 47.99
JAMESTOWN, 164592, Bienville Parish, 11.64, 14.64, 16.80, 31.03, 34.60, 42.23
SLIDELL AP, 53865, Saint Tammany Parish, 6.65, 17.02, 17.95, 31.20, 37.12, 40.91
NORWOOD, 166808, East Feliciana Parish, 9.81, 17.21, 24.69, 41.61, 47.00, 56.88
TALLULAH VICKSBURG REGIONAL AP, 03996, Madison Parish, 7.47, 10.39, 11.81, 27.84, 35.35, 39.23
ALEXANDRIA INTL AP, 93915, Rapides Parish, 4.48, 7.21, 8.83, 22.96, 29.61, 36.09
ALEXANDRIA, 160098, Rapides Parish, 7.57, 10.58, 12.89, 31.82, 37.55, 44.23
THIBODAUX 4 SE, 169013, Lafourche Parish, 10.49, 16.90, 21.69, 35.24, 39.30, 44.30
TALISHEEK, 168906, Saint Tammany Parish, 8.89, 20.28, 26.08, 35.69, 35.69, 40.63
SHREVEPORT SOUTHERN HILLS, 168444, Caddo Parish, 10.93, 15.65, 16.67, 33.39, 37.97, 44.81
LAFAYETTE 13 SE, 53960, Saint Martin Parish, 14.85, 20.54, 22.41, 34.32, 36.98, 42.31
MONROE 26 N, 53961, Union Parish, 8.55, 11.28, 12.03, 28.91, 34.49, 40.06
WINNSBORO 2 SE, 169804, Franklin Parish, 9.35, 12.72, 15.32, 26.85, 32.40, 37.12
ABITA RIVER COVINGTON, 160012, Saint Tammany Parish, 6.64, 17.31, 21.22, 37.64, 45.54, 49.54
TOLEDO BEND LAKE, 169074, Sabine Parish, 2.77, 6.07, 6.22, 22.05, 27.30, 35.34
Baton Rouge Area, BTRthr, -, 10.76, 20.57, 21.04, 32.51, 36.16, 41.98
Lake Charles Area, LCHthr, -, 5.57, 9.87, 13.51, 20.60, 23.01, 28.49
